descripcion,habitaciones,banios,parqueaderos,area_construida,area_privada,estrato,estado,antiguedad,piso,administeracion,precio_m2,barrio
"Ciudad del río es un excelente lugar para vivir o invertir , zona plana para caminar , cerca a todo. Unidad completa con piscina, gimnasio, turco , cancha múltiple, vigilancia 24/7. 1 parqueadero +útil. Preial trimestral aprox $300.000. Agenda tu cita!.",2,2,1,63 m²,63 m²,3,,1 a 8 años,8,$ 185.000 COP,"$ 5.555.555,56*m²",Ciudad del Río - Medellín - Antioquia
"Apartamento para la venta en el municipio de Itagüí, Con acabados modernos, tiene 3 alcobas, 2 baños, sala-comedor, cocina integral, balcón con Vista a el prado y garaje cubierto. La unidad cuenta con salón social, vigilancia privada, porteria 24 y juegos infantiles, Piscina. Cuenta además con vías de acceso en óptimas condiciones y un buen servicio de transporte público con integración al sistema metro, colegio y universidades cercanos y centros comerciales cercanos. .",4,3,1,194 m²,0 m²,3,Bueno,1 a 8 años,2,No definida,"$ 2.164.948,45*m²",ITAGUI - Medellín - Antioquia
"Venta apartamento en Castropol. Área 134 metros, tres habitaciones mas servicio, 3 baños mas servicio, cocina cerrada, zona de ropas, salón comedor, balcón, estudios, 2 parqueaderos, cuarto útil. Unidad con zona infantil, salón social, parqueadero visitantes. Cerca al Mall Palms Avenue, D1, Mall Interplaza, restaurantes, facilidad de transporte público. Agende su cita!.",3,2,1,92 m²,92 m²,5,,16 a 30 años,3,$ 372.000 COP,"$ 4.673.913,04*m²",Castropol - Medellín - Antioquia
"Apartamento para la venta en laureles el Nogal estrato 5, piso 2 con ascensor, consta de 2 habitaciones cada una con su closet, 1 baño sala comedor. Valor Administraccion $230.000 Valor Predial $1.000.000 Asesor Nestor Londoño .",4,3,2,162 m²,162 m²,6,,16 a 30 años,1,$ 550.000 COP,"$ 3.672.839,51*m²",Laureles nogal - Medellín - Antioquia
"Area 52 metros sala comedor balcón 3 alcobas 2 baños, cocina intgral zona de ropas parqueadero Unidad en Rionegro Fontibon piso 14 salón social, sauna turco gimnasio cancha polideportiva salón social construido hace 4 años .",2,4,2,180 m²,0 m²,6,,más de 30 años,,$ 692.000 COP,"$ 3.994.444,44*m²",RIONEGRO - Medellín - Antioquia
"Codigo: 17454. Apartamento en venta ubicado en medellín sector loma de los bernal. valor administración: $324.056. valor predial: $1.119.000 anual. avaluó catastral: $160.000.000. ubicado cerca al colegio padre manyanet, av. 80. centro comercial arkadia, colegio san carlos, colegio la inmaculada y clínica las américas. comodidades: sala-comedor, 3 alcobas, 1 vestier, 2 closet, 2 baños, cocina cerrada e integral, zona de ropas, balcón, cuarto útil, garaje sencillo, servicios públicos, red de gas, portería 24 horas, salón social, ascensor, piscina y juegos infantiles..",3,4,2,136 m²,136 m²,6,Excelente,menor a 1 año,Otro,$ 365.000 COP,"$ 6.397.058,82*m²",Loma de los bernal - Medellín - Antioquia
"65632. EXCELENTE UBICACIÓN CERCA DE MIMOS DE LA PLAYA: SALA, COMEDOR, 3 CLOSETS, 1 BAÑO CABINADO, CUARTO ÚTIL, PISO EN MADERA LAMINADA..",3,1,,60 m²,0 m²,3,Excelente,,6,$ 141.000 COP,"$ 2.666.666,67*m²",Centro - Medellín - Antioquia
"Se vende apartamento ubicado en Calasanz, con 149 m2 construidos y distribuidos en: 1 sala, 1 comedor, 4 alcobas, 1 vestier, 2 closet, 2 baños cabinados, 1 alcoba de servicio, cocina integral, zona ropa, calentador, red de gas natural, 1 parqueadero cubierto; piso en cerámica. Urbanización cuenta con portería 24 horas, parqueadero visitantes, juegos de niños, zonas verdes y shut de basura. Política de aviso:El área del inmueble va sujeta a verificación de escrituras. El precio del inmueble puede variar sin previo aviso. Lemont Inmobiliaria. .",3,2,,78 m²,78 m²,3,Bueno,más de 30 años,,$ 120.000 COP,"$ 3.461.538,46*m²",Calasanz - Medellín - Antioquia
"Apartamento nuevo via las Palmas, 2 alcobas, piso alto con vista al bosque. Unidad completa.",3,5,2,142 m²,160 m²,6,,9 a 15 años,3,$ 832.000 COP,"$ 5.281.690,14*m²",Las Palmas - Medellín - Antioquia
"Codigo: 19369. Apartamento en venta ubicado en medellin sector simón bolívar apartamento en excelente estado valor predial: $1.774.247 anual avaluó catastral: $285.582.000 cerca a: avenida 80, calle san juan, centro comercial viva laureles, bancos y transporte publico. comodidades: sala-comedor, 3 alcobas, 3 closet, 2 baños, cocina abierta integral mixta, zona de ropas, 2 patios cubiertos con teja transparente, garaje sencillo, servicios públicos y red de gas..",3,2,1,83 m²,83 m²,5,,,Otro,$ 353.000 COP,"$ 4.939.759,04*m²",Simón Bolivar - Medellín - Antioquia
Apartamento en Venta Calasanz Medellin Area 60 metros 2 alcobas 2 baños sala comedor cocina integral red de gas con estudio o posible tercera alcoba parqueadero privado piso unidad con piscina juegos ingantiles gimnasio y cancha porteria 24 horas.,4,5,3,263 m²,263 m²,6,,16 a 30 años,,$ 1.054.000 COP,"$ 6.083.650,19*m²",Calasanz - Medellín - Antioquia
"Hermoso apartamento disponible para la venta en el barrio de Laureles, zona de gran valorización y residencial de la ciudad de Medellín, cercano a parque, iglesias, universidades, colegios y transporte publico, ideal para ser la casa de tus sueños, cuenta con 3 habitaciones, 2 baños, sala comedor amplio, patio, parqueadero, en unidad cerrada con hermosos espacios, disponible para agentar la visita y ser la casa de tu sueños.",3,2,1,77 m²,77 m²,4,Excelente,menor a 1 año,,No definida,"$ 6.428.571,43*m²",Laureles - Medellín - Antioquia
"Espectacular oferta para adquirir apartamento full acabados, en Unidad cerrada con portería 24 horas, Gimnasio al aire libre, Parques infantiles, Salón social, Amplias zonas verdes, Linda vista a la ciudad, Parqueadero común cubierto o descubierto, excelente iluminación natural, soleado en la mañana en la habitación principal y en la tarde zona social.Ubicación con facilidad de acceso a transporte público (integrado del metro), Cerca del supermercado D1, Cercanía de tiendas de barrio, Cercanía",3,3,1,127 m²,0 m²,6,,16 a 30 años,12,$ 613.000 COP,"$ 7.480.314,96*m²",BARICHARA - San Antonio de Prado - Antioquia
"Venta Apartamento piso medio, ubicado en Belén sector Rodeo Alto cerca al D1, cuenta con un área de 52 m2 distribuidos en 3 alcobas, 2 baños, sala comedor, cocina integral, zona de ropas, balcón, parqueadero más útil. Unidad completa, cerca de todos los servicios sociales a la mano, rutas de buses y sistema integrado del metro. Admon. $165.000 Predial. $180.000 Trimestre. Valor. $260.000.000.",2,1,1,51 m²,51 m²,5,Excelente,1 a 8 años,Otro,$ 218.000 COP,"$ 6.176.470,59*m²",Rodeo Alto - Medellín - Antioquia
Vendo excelente apartamento con excelente ubicación a 2 cuadras de la estación Universidad del Metro 1 cuadra del Jardín botánico centros comerciales muy cerca hospitales y sitios de interés general Muy buena opción para inversionistas,2,2,1,76 m²,76 m²,5,,16 a 30 años,2,$ 220.000 COP,"$ 5.657.894,74*m²",Sevilla - Medellín - Antioquia
"Venta de Apartamento en la Loma del Indio. Con cercanía a la Avenida Las Palmas, Centro Comercial San Diego, fácil acceso al transporte público, A pocos pasos de supermercados, colegios y mucho más. 2 habitaciones ( El cuarto principal cuenta con baño y Vestier ). La habitación auxiliar cuenta con clóset. , 2 baños con ducha. Sala, comedor, balcón con vista hacia zona verde. Estudio biblioteca. Cocina integral con acabados en madera. Concepto abierto que integra a la zona social..",2,2,,65 m²,0 m²,3,,9 a 15 años,,No definida,"$ 3.369.230,77*m²",El Poblado - Medellín - Antioquia
"Apartamento en venta, area 98 metros, sala comedor, cocina integral, zona de ropas, 3 habitaciones, alcoba principal con baño y vetier, etudio, sala de tv, parqueadero cuarto util, unidad cerrada, porteria 24 horas, juegos infantiles, piscina, gimnasio, sendero.",3,2,1,68 m²,0 m²,4,,,11,$ 228.100 COP,"$ 5.029.411,76*m²",Loma de los Bernal - Medellín - Antioquia
"9976: Si amas tener zonas verdes a tu alrededor, te gusta una vivienda con acabados de lujo y comodidad óptima, este vistoso apartamento es para ti. Se vende hermoso apartamento en El Poblado por un valor de: $580.000.000 Características: - 3 habitaciones - 1 vestier - 2 closets - 2 baños - Sala comedor - Balcón - Cocina integral - Red de gas - Calentador - Zona de ropas - Parqueadero cubierto - Shut de basura -Ascensor - Portería 24/7 - Zonas comunes: piscina, juegos infantiles, gym, zonas verdes..",2,1,,35 m²,35 m²,4,,1 a 8 años,9,$ 139.000 COP,$ 4.000.000*m²,El Poblado - Medellín - Antioquia
"Apartamento para la venta en Loma de San Julián Poblado, cerca de Av. Las Palmas, Av. El Poblado, centro comercial san Diego y Premium Plaza. Unidad residencial con piscina de adultos y niños, turco, gimnasio, juegos infantiles, salón social, portería 24 horas, parqueadero de visitantes y gran vista a la ciudad. El apartamento tiene un área de 84 mt2, sin poniente, habitación principal con baño y vestier, 2 habitaciones auxiliares cada una con closet, baño familiar, salón comedor, cocina integral, balcón con hermosa vista a la naturaleza y parqueadero. Precio $458.200.000 .",3,3,3,204 m²,0 m²,5,,más de 30 años,4,$ 887.300 COP,"$ 4.607.843,14*m²",san Julián - Medellín - Antioquia
"Excelente apartamento en venta en sector exclusivo en laureles, muy central y con excelentes vías de acceso. Cuenta con una amplia área de 143 mt², 3 habitaciones + servicio, 3 baños, sala, comedor, zona de ropas, balcón, cuarto útil y parqueadero, ubicado en un 2do piso. .",3,2,1,108 m²,108 m²,5,,1 a 8 años,7,$ 429.000 COP,"$ 4.537.037,04*m²",Laureles - Medellín - Antioquia
"Apartamento en venta en unidad cerrada en el sector conocido como la Cola del Zorro con facil acceso desde las Palmas y salida hacia la Superior. a pocas cuadras de la oferta educativa de los colegios la Sra de la providencia, San José de la Salle y el Ces. Piso en madera, puerta de seguridad, sala y comedor independiente, 1 alcoba con baño privado, baño social, cocina integral abierta tipo americano, balcon y parqueaderos lineales cubiertos. Piscina, gym, sauna, turco, parque infantil, zonas verdes, citofonia, vigilancia 24 horas y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad. ..",3,4,3,292 m²,292 m²,6,,más de 30 años,9,$ 1.100.000 COP,"$ 3.767.123,29*m²",cola del zorro - Medellín - Antioquia
"Hermoso apartamento para la venta sector San German. Área: 69 m².El apartamento es en el piso 16 con vistas a la zona social, cuenta con 3 habitaciones con closet, 2 baños uno social y el otro en la habitación principal, zona adecuada para estudio, cocina integral, zona de ropa, sala comedor, balcón, parqueadero cubierto y un cuarto útil muy grande. Medidas útil 1.87 x 1.97 alto 2, 70. Descripción de la zona social: esta ubicado en el piso 8. Dos piscinas una para adultos y otra para niños, las dos con calefacción, Jacuzzi, Baño Turco, cancha en grama sintética, Golfito en grama sintética, gimnasio dotado con multifuncional y bicicletas estáticas, gimnasio infantil dotado con piscina de bolas y kit de juegos, dos salones sociales, salón de video juegos y juegos de mesa dotado con 2 mesas de ping pong, 2 televisores y 2 consolas de video juegos y cuenta con dos módulos de juegos infantiles. El proyecto cuenta con red contra incendios de acuerdo con la norma NSR-10, tiene shut de basura e",4,2,,141 m²,0 m²,4,Excelente,,2,No definida,"$ 2.695.035,46*m²",Tierra Firme - Medellín - Antioquia
"VENDO. VENDEMOS ESPECTACULAR APARTAMENTO A SOLO 5 MINUTOS DE LA AVENIDA EL POBLADO. Puntos de referencia: a solo 1 minuto del Mall Drive, a 5 minutos de la Aguacatala, a 7 minutos del C.C El Tesoro, cerca de: restaurante crepes y waffles, ilforno, bancos, gimnasio Smart Fit, iglesia, colegio, rutas de acceso, transporte publico. La unidad residencial cuenta con: seguridad 24 horas, ascensor. El apto tiene excelentes acabados, estudio, 2 habitaciones mas habitación del servicio, cada una con baño, sala, comedor, balcón, cocina integral , comedor, zona de ropas y una linda vista, 2 parqueaderos lineales..",3,2,1,68 m²,0 m²,4,Bueno,9 a 15 años,Otro,$ 210.000 COP,"$ 3.823.529,41*m²",El Poblado - Medellín - Antioquia
"Apartamento muy bien ubicado parte baja de Castropol, cerca de av Poblado, centros comerciales, sector muy tranquilo, unidad muy organizada con porteria 24 horas, piscina climatizada y cuenta con cuarto útil. .",3,3,,162 m²,162 m²,6,Bueno,16 a 30 años,,$ 550.000 COP,"$ 3.672.839,51*m²",poblado castropol - Medellín - Antioquia
"Área 67 m2, 3 alcobas, principal con baño y vestier, 2 baños cabinados, sala comedor, cocina integral, zona de ropas, balcón, parqueadero privado. Estrato 4, piso 8, porteria las 24 horas, zonas verdes, juegos infantiles, salón social, cancha, pscina, turco, gimnasio, zona BQQ, parqueaderos de visitantes. Cerca al exito de 80, buenas rutas de trasnporte, colegios, universidades. .",5,4,2,250 m²,250 m²,6,,,9,No definida,$ 3.116.000*m²,San Germán - Medellín - Antioquia
"Apartamento en cesión de derechos en obra gris para la venta, cuenta con 3 habitaciones la principal con baño y vestier, parqueadero sencillo y cuarto útil. Ubicado en unidad cerrada con zonas húmedas y de recreación completas muy cerca al patinódromo, parque de las chimeneas y zona deportiva del municipio, cuenta con rutas de transporte integrado al metro, cerca de la plaza mayoritaria y todos sus servicios. 473-12619.",3,2,1,92 m²,92 m²,4,,,3,No definida,"$ 3.695.652,17*m²",Guayabal - Medellín - Antioquia
"EN VENTA APARTAMENTO UBICADO EN EL BARRIO LOS COLORES DE MEDELLÍN, SOBRE LA TRADICIONAL AVENIDA COLOMBIA, CERCANO A LA UNIDAD DEPORTIVA ATANASIO GIRARDOT, CENTRO COMERCIAL EL DIAMANTE, AVENIDA 80, MERCADOS MADRID Y CUARTA BRIGADA, SECTOR DE ALTA VALORIZACIÓN POR SU CERCANIA A ENTIDADES FINANCIERAS, DEPORTIVAS Y GASTRONÓMICAS, ADEMAS ESTARÁ CERCANO AL FUTURO METRO DE LA 80, INMUEBLE CON APROXIMADOS 170 METROS CUADRADOS, TRES BALCONES Y 4 PARQUEADEROS 950-2683.",2,2,,114 m²,0 m²,5,,,,No definida,"$ 3.947.368,42*m²",Los Colores - Medellín - Antioquia
"Vendo apartamento en Calasanz con una área de 50 metros aprox, ubicado en sector residencial cerca a colegios, supermercados, transporte integrados y de fácil acceso. Cuenta con 2 alcobas, 1 baños, sala-comedor, cocina integral, zona de ropas, red de gas natural, calentador, balcón, closet, piso en cerámica, parqueadero comunes, ascensor, portería las 24 horas, sauna, juegos infantiles, gimnasio, salón social, y zonas comunes..",3,2,1,84 m²,84 m²,5,,16 a 30 años,,$ 213.180 COP,"$ 4.880.952,38*m²",Calasanz - Medellín - Antioquia
